,Description,Length
OG2218,hypothetical protein,48
OG2219,hypothetical protein,208
OG2220,hypothetical protein,210
OG2221,hypothetical protein,68
OG2222,hypothetical protein,72
OG2223,hypothetical protein,103
OG2224,hypothetical protein,55
OG2225,hypothetical protein,122
OG2226,hypothetical protein,99
OG2227,RNA polymerase-associated protein RapA,1235
OG2228,Serine recombinase PinR,207
OG2229,hypothetical protein,220
OG2230,hypothetical protein,145
OG2231,hypothetical protein,190
OG2232,Diacetyl reductase [(S)-acetoin forming],256
OG2233,3-oxoacyl-[acyl-carrier-protein] reductase FabG,152
OG2234,hypothetical protein,60
OG2235,hypothetical protein,97
OG2236,hypothetical protein,120
OG2237,hypothetical protein,50
OG2238,hypothetical protein,247
OG2239,hypothetical protein,683
OG2240,hypothetical protein,72
OG2241,hypothetical protein,52
OG2242,hypothetical protein,93
OG2243,hypothetical protein,166
OG2244,Ktr system potassium uptake protein A,222
OG2245,Potassium/sodium uptake protein NtpJ,444
OG2246,Na(+)/H(+)-K(+) antiporter GerN,380
OG2247,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase AND Polyprenol monophosphomannose synthase,238
OG2248,UDP-N-acetylglucosamine 4-epimerase,315
OG2249,hypothetical protein,86
OG2250,hypothetical protein,303
OG2251,hypothetical protein,411
OG2252,Potassium channel,184
OG2253,putative symporter YjmB,492
OG2254,Homoserine O-acetyltransferase,190
OG2255,putative N-acetyltransferase YafP,149
OG2256,hypothetical protein,209
OG2257,hypothetical protein,42
OG2258,hypothetical protein,245
OG2259,Oligopeptide transport ATP-binding protein OppD,349
OG2260,Oligopeptide transport ATP-binding protein OppF,319
OG2261,hypothetical protein,169
OG2262,Oligopeptide transport system permease protein OppC AND Inner membrane ABC transporter permease protein YejE,294
OG2263,hypothetical protein,146
OG2264,hypothetical protein,101
OG2265,hypothetical protein,160
OG2266,putative protein,232
OG2267,hypothetical protein,177
OG2268,hypothetical protein,64
OG2269,hypothetical protein,102
OG2270,hypothetical protein,255
OG2271,hypothetical protein,56
OG2272,hypothetical protein,86
OG2273,ISL3 family transposase ISSpn3,216
OG2274,hypothetical protein,202
OG2275,hypothetical protein,77
OG2276,Tyrosine recombinase XerC,135
OG2277,Inner membrane transporter YcaM,327
OG2278,hypothetical protein,190
OG2279,hypothetical protein,96
OG2280,hypothetical protein,122
OG2281,hypothetical protein,368
OG2282,hypothetical protein,448
OG2283,hypothetical protein,91
OG2284,hypothetical protein,178
OG2285,hypothetical protein,357
OG2286,hypothetical protein,343
OG2287,hypothetical protein,81
OG2288,hypothetical protein,336
OG2289,hypothetical protein,263
OG2290,hypothetical protein,216
OG2291,hypothetical protein,165
OG2292,hypothetical protein,250
OG2293,hypothetical protein,479
OG2294,hypothetical protein,93
OG2295,hypothetical protein,414
OG2296,hypothetical protein,137
OG2297,hypothetical protein,286
OG2298,hypothetical protein,752
OG2299,hypothetical protein,34
OG2300,hypothetical protein,54
OG2301,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,335
OG2302,hypothetical protein,139
OG2303,hypothetical protein,69
OG2304,"Beta-1,6-galactofuranosyltransferase WbbI",337
OG2305,Nucleoid occlusion factor SlmA,215
OG2306,hypothetical protein,222
OG2307,hypothetical protein,169
OG2308,hypothetical protein,108
OG2309,hypothetical protein,30
OG2310,hypothetical protein,120
OG2311,hypothetical protein,252
OG2312,hypothetical protein,54
OG2313,hypothetical protein,68
OG2314,L-2-hydroxyisocaproate dehydrogenase,121
OG2315,hypothetical protein,125
OG2316,hypothetical protein,363
OG2317,hypothetical protein,1450
OG2318,hypothetical protein,108
OG2319,putative ABC transporter ATP-binding protein YknY,208
OG2320,Transcriptional activator protein Anr,222
OG2321,putative cadmium-transporting ATPase,625
OG2322,hypothetical protein,55
OG2323,Beta-galactosidase,996
OG2324,hypothetical protein,50
OG2325,hypothetical protein,330
OG2326,hypothetical protein,191
OG2327,hypothetical protein,45
OG2328,hypothetical protein,107
OG2329,hypothetical protein,225
OG2330,hypothetical protein,155
OG2331,hypothetical protein,54
OG2332,putative ABC transporter ATP-binding protein YxlF AND ABC transporter ATP-binding protein YtrB,205
OG2333,hypothetical protein,394
OG2334,hypothetical protein,294
OG2335,hypothetical protein,53
OG2336,Glycosyltransferase Gtf1,541
OG2337,hypothetical protein,115
OG2338,hypothetical protein,581
OG2339,hypothetical protein,923
OG2340,"Glucan 1,6-alpha-glucosidase",529
OG2341,Beta-N-acetylhexosaminidase,325
OG2342,hypothetical protein,483
OG2343,L-arabinose transport system permease protein AraQ,306
OG2344,putative multiple-sugar transport system permease YteP,310
OG2345,Mannosylglycerate hydrolase,899
OG2346,hypothetical protein,431
OG2347,Arabinose metabolism transcriptional repressor,345
OG2348,hypothetical protein,717
OG2349,Xylulose-5-phosphate phosphoketolase,822
OG2350,D-xylose transporter,457
OG2351,Putative acetyltransferase,200
OG2352,Beta-xylosidase,559
OG2353,Chromosome partition protein Smc,1719
OG2354,Putrescine carbamoyltransferase,340
OG2355,hypothetical protein,328
OG2356,hypothetical protein,90
OG2357,hypothetical protein,178
OG2358,hypothetical protein,132
OG2359,hypothetical protein,98
OG2360,hypothetical protein,94
OG2361,hypothetical protein,1181
OG2362,hypothetical protein,692
OG2363,hypothetical protein,197
OG2364,hypothetical protein,312
OG2365,Putative phosphoserine phosphatase 2,174
OG2366,hypothetical protein,179
OG2367,hypothetical protein,430
OG2368,Penicillin acylase,333
OG2369,hypothetical protein,248
OG2370,hypothetical protein,1152
OG2371,hypothetical protein,480
OG2372,Teichoic acid translocation permease protein TagG,269
OG2373,Vitamin B12 import ATP-binding protein BtuD,466
OG2374,hypothetical protein,108
OG2375,hypothetical protein,363
OG2376,hypothetical protein,45
OG2377,Alternate 30S ribosomal protein S14,89
OG2378,putative peptidoglycan glycosyltransferase FtsW,399
OG2379,hypothetical protein,44
OG2380,hypothetical protein,139
OG2381,hypothetical protein,385
OG2382,hypothetical protein,143
OG2383,HTH-type transcriptional regulator BetI,185
OG2384,hypothetical protein,123
OG2385,hypothetical protein,1093
OG2386,hypothetical protein,197
OG2387,hypothetical protein,183
OG2388,hypothetical protein,220
OG2389,hypothetical protein,203
OG2390,hypothetical protein,225
OG2391,hypothetical protein,141
OG2392,hypothetical protein,266
OG2393,hypothetical protein,121
OG2394,hypothetical protein,61
OG2395,hypothetical protein,285
OG2396,hypothetical protein,243
OG2397,hypothetical protein,59
OG2398,hypothetical protein,62
OG2399,hypothetical protein,53
OG2400,hypothetical protein,59
OG2401,hypothetical protein,197
OG2402,hypothetical protein,284
OG2403,hypothetical protein,70
OG2404,hypothetical protein,114
OG2405,hypothetical protein,259
OG2406,hypothetical protein,1046
OG2407,hypothetical protein,77
OG2408,hypothetical protein,178
OG2409,hypothetical protein,324
OG2410,hypothetical protein,114
OG2411,hypothetical protein,663
OG2412,Macrolide export ATP-binding/permease protein MacB,211
OG2413,hypothetical protein,156
OG2414,Transcriptional regulator MtlR,315
OG2415,hypothetical protein,131
OG2416,hypothetical protein,246
OG2417,putative N-acetyltransferase YafP,149
OG2418,hypothetical protein,168
OG2419,hypothetical protein,116
OG2420,hypothetical protein,639
OG2421,hypothetical protein,213
OG2422,2-succinylbenzoate--CoA ligase,413
OG2423,hypothetical protein,120
OG2424,hypothetical protein,97
OG2425,3-oxoacyl-[acyl-carrier-protein] reductase FabG,248
OG2426,Coenzyme PQQ synthesis protein E,707
OG2427,hypothetical protein,65
OG2428,hypothetical protein,107
OG2429,hypothetical protein,129
OG2430,hypothetical protein,187
OG2431,hypothetical protein,115
OG2432,hypothetical protein,37
OG2433,Major cardiolipin synthase ClsA,482
OG2434,HTH-type transcriptional regulator RpiR,273
OG2435,Acetolactate synthase small subunit,158
OG2436,Sensor protein KdpD,876
OG2437,Transcriptional regulatory protein KdpE,236
OG2438,hypothetical protein,30
OG2439,Potassium-transporting ATPase potassium-binding subunit,575
OG2440,Potassium-transporting ATPase ATP-binding subunit,688
OG2441,Potassium-transporting ATPase KdpC subunit,209
OG2442,hypothetical protein,506
OG2443,ATP phosphoribosyltransferase regulatory subunit,328
OG2444,hypothetical protein,263
OG2445,Tyrosine recombinase XerS,97
OG2446,hypothetical protein,585
OG2447,HTH-type transcriptional regulator GltC,303
OG2448,"2,5-diketo-D-gluconic acid reductase B",280
OG2449,Glycerol uptake facilitator protein,245
OG2450,Alpha-glycerophosphate oxidase,609
OG2451,hypothetical protein,488
OG2452,hypothetical protein,649
OG2453,hypothetical protein,300
OG2454,Alpha-amylase,491
OG2455,Lactate 2-monooxygenase,366
OG2456,hypothetical protein,154
OG2457,hypothetical protein,176
OG2458,hypothetical protein,232
OG2459,hypothetical protein,1072
OG2460,hypothetical protein,84
OG2461,Mid-cell-anchored protein Z,668
OG2462,hypothetical protein,213
OG2463,hypothetical protein,331
OG2464,hypothetical protein,314
OG2465,hypothetical protein,185
OG2466,hypothetical protein,263
OG2467,hypothetical protein,100
OG2468,putative oxidoreductase,391
OG2469,Carbamate kinase 1,315
OG2470,Putative agmatine deiminase,366
OG2471,hypothetical protein,135
OG2472,ABC transporter ATP-binding protein NatA,213
OG2473,hypothetical protein,306
OG2474,Pantothenic acid transporter PanT,196
OG2475,putative N-acetyltransferase YjaB,147
OG2476,hypothetical protein,344
OG2477,hypothetical protein,120
OG2478,hypothetical protein,177
OG2479,hypothetical protein,143
OG2480,Organic hydroperoxide resistance protein-like protein,137
OG2481,hypothetical protein,86
OG2482,hypothetical protein,90
OG2483,hypothetical protein,197
OG2484,hypothetical protein,199
OG2485,hypothetical protein,410
OG2486,hypothetical protein,67
OG2487,putative ABC transporter ATP-binding protein YlmA,260
OG2488,hypothetical protein,111
OG2489,hypothetical protein,106
OG2490,hypothetical protein,938
OG2491,hypothetical protein,42
OG2492,hypothetical protein,260
OG2493,Large-conductance mechanosensitive channel,124
OG2494,hypothetical protein,95
OG2495,hypothetical protein,222
OG2496,hypothetical protein,318
OG2497,hypothetical protein,116
OG2498,hypothetical protein,83
OG2499,hypothetical protein,170
OG2500,hypothetical protein,240
OG2501,hypothetical protein,31
OG2502,hypothetical protein,167
OG2503,putative oxidoreductase YghA,288
OG2504,hypothetical protein,449
OG2505,3-isopropylmalate dehydratase small subunit,191
OG2506,hypothetical protein,660
OG2507,hypothetical protein,177
OG2508,hypothetical protein,200
OG2509,hypothetical protein,215
OG2510,hypothetical protein,75
OG2511,hypothetical protein,106
OG2512,hypothetical protein,412
OG2513,hypothetical protein,88
OG2514,hypothetical protein,60
OG2515,hypothetical protein,78
OG2516,hypothetical protein,59
OG2517,hypothetical protein,59
OG2518,hypothetical protein,220
OG2519,hypothetical protein,170
OG2520,Lactococcin A secretion protein LcnD,473
OG2521,Lactococcin-G-processing and transport ATP-binding protein LagD,715
OG2522,hypothetical protein,57
OG2523,hypothetical protein,77
OG2524,hypothetical protein,179
OG2525,hypothetical protein,66
OG2526,hypothetical protein,288
OG2527,hypothetical protein,43
OG2528,hypothetical protein,197
OG2529,hypothetical protein,155
OG2530,hypothetical protein,80
OG2531,hypothetical protein,78
OG2532,hypothetical protein,104
OG2533,hypothetical protein,110
OG2534,hypothetical protein,77
OG2535,hypothetical protein,190
OG2536,hypothetical protein,68
OG2537,hypothetical protein,136
OG2538,hypothetical protein,80
OG2539,hypothetical protein,308
OG2540,hypothetical protein,187
OG2541,hypothetical protein,87
OG2542,hypothetical protein,62
OG2543,hypothetical protein,42
OG2544,hypothetical protein,111
OG2545,hypothetical protein,263
OG2546,hypothetical protein,161
OG2547,hypothetical protein,98
OG2548,hypothetical protein,288
OG2549,hypothetical protein,56
OG2550,ATP-dependent Clp protease proteolytic subunit,237
OG2551,hypothetical protein,75
OG2552,hypothetical protein,259
OG2553,hypothetical protein,56
OG2554,hypothetical protein,308
OG2555,hypothetical protein,88
OG2556,hypothetical protein,116
OG2557,hypothetical protein,46
OG2558,hypothetical protein,154
OG2559,Biofilm regulatory protein A,432
OG2560,hypothetical protein,206
OG2561,hypothetical protein,112
OG2562,Tyrosine recombinase XerD,382
OG2563,ATP phosphoribosyltransferase regulatory subunit,318
OG2564,hypothetical protein,480
OG2565,hypothetical protein,133
OG2566,hypothetical protein,44
OG2567,hypothetical protein,39
OG2568,hypothetical protein,317
OG2569,hypothetical protein,32
OG2570,hypothetical protein,30
OG2571,hypothetical protein,193
OG2572,Glutamate/gamma-aminobutyrate antiporter,467
OG2573,hypothetical protein,454
OG2574,hypothetical protein,112
OG2575,hypothetical protein,165
OG2576,3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase,281
OG2577,hypothetical protein,403
OG2578,hypothetical protein,74
OG2579,hypothetical protein,188
OG2580,hypothetical protein,1539
OG2581,hypothetical protein,315
OG2582,Chromosome partition protein Smc,1089
OG2583,Glycosyltransferase Gtf1,506
OG2584,hypothetical protein,104
OG2585,hypothetical protein,259
OG2586,hypothetical protein,106
OG2587,hypothetical protein,53
OG2588,hypothetical protein,409
OG2589,hypothetical protein,254
OG2590,hypothetical protein,469
OG2591,hypothetical protein,154
OG2592,hypothetical protein,298
OG2593,hypothetical protein,99
OG2594,hypothetical protein,132
OG2595,hypothetical protein,112
OG2596,hypothetical protein,78
OG2597,hypothetical protein,111
OG2598,hypothetical protein,185
OG2599,hypothetical protein,86
OG2600,hypothetical protein,129
OG2601,hypothetical protein,860
OG2602,hypothetical protein,162
OG2603,hypothetical protein,188
OG2604,hypothetical protein,212
OG2605,hypothetical protein,31
OG2606,hypothetical protein,1543
OG2607,hypothetical protein,516
OG2608,hypothetical protein,180
OG2609,hypothetical protein,200
OG2610,hypothetical protein,209
OG2611,hypothetical protein,122
OG2612,Peptide transporter CstA,530
OG2613,Pyruvate/proton symporter BtsT,335
OG2614,hypothetical protein,189
OG2615,hypothetical protein,77
OG2616,hypothetical protein,253
OG2617,Tyrosine recombinase XerC,385
OG2618,hypothetical protein,65
OG2619,hypothetical protein,79
OG2620,hypothetical protein,62
OG2621,hypothetical protein,394
OG2622,hypothetical protein,194
OG2623,hypothetical protein,390
OG2624,hypothetical protein,39
OG2625,hypothetical protein,119
OG2626,hypothetical protein,210
OG2627,hypothetical protein,125
OG2628,hypothetical protein,38
OG2629,hypothetical protein,579
OG2630,hypothetical protein,189
OG2631,hypothetical protein,132
OG2632,hypothetical protein,178
OG2633,hypothetical protein,143
OG2634,hypothetical protein,213
OG2635,hypothetical protein,186
OG2636,hypothetical protein,298
OG2637,hypothetical protein,386
OG2638,hypothetical protein,365
OG2639,hypothetical protein,193
OG2640,Aryl-phospho-beta-D-glucosidase BglA,137
OG2641,hypothetical protein,262
OG2642,hypothetical protein,92
OG2643,hypothetical protein,459
OG2644,hypothetical protein,131
OG2645,hypothetical protein,132
OG2646,hypothetical protein,57
OG2647,hypothetical protein,75
OG2648,hypothetical protein,427
OG2649,hypothetical protein,336
OG2650,hypothetical protein,237
OG2651,hypothetical protein,135
OG2652,hypothetical protein,71
OG2653,hypothetical protein,140
OG2654,hypothetical protein,69
OG2655,hypothetical protein,888
OG2656,hypothetical protein,161
OG2657,hypothetical protein,233
OG2658,hypothetical protein,84
OG2659,PTS system beta-glucoside-specific EIIBCA component,41
OG2660,hypothetical protein,104
OG2661,ComF operon protein 1,122
OG2662,hypothetical protein,67
OG2663,hypothetical protein,37
OG2664,Acetate kinase,153
OG2665,hypothetical protein,485
OG2666,hypothetical protein,75
OG2667,hypothetical protein,69
OG2668,hypothetical protein,413
OG2669,hypothetical protein,355
OG2670,Regulatory protein Spx,58
OG2671,Mid-cell-anchored protein Z,672
OG2672,hypothetical protein,126
OG2673,hypothetical protein,656
OG2674,Primosomal protein DnaI AND DNA replication protein DnaC,305
OG2675,hypothetical protein,85
OG2676,hypothetical protein,233
OG2677,Oligopeptide transport ATP-binding protein OppD,338
OG2678,hypothetical protein,98
OG2679,hypothetical protein,439
OG2680,hypothetical protein,224
OG2681,hypothetical protein,92
OG2682,hypothetical protein,109
OG2683,hypothetical protein,844
OG2684,hypothetical protein,218
OG2685,hypothetical protein,50
OG2686,Lactococcin A secretion protein LcnD,72
OG2687,Teichuronic acid biosynthesis protein TuaB,475
OG2688,hypothetical protein,108
OG2689,hypothetical protein,129
OG2690,hypothetical protein,109
OG2691,hypothetical protein,119
OG2692,hypothetical protein,543
OG2693,hypothetical protein,207
OG2694,Single-stranded DNA-binding protein,150
